ref,fecha,distrito,superficie_m2,habitaciones,banos,planta,ascensor,estado,anio_construccion,exterior,precio_eur,desviacion_inyectada,etiqueta_verdad
MD-0788,2026-06-17,Tetuan,65,2,1,5,True,buen estado,1969,False,291000,0.0,mercado
MD-0789,2026-03-02,Tetuan,60,3,1,4,False,a reformar,1951,True,245000,-0.2289,infraprecio_inyectado
MD-0790,2025-10-27,Carabanchel,67,3,1,8,True,a reformar,1935,False,204000,0.0,mercado
MD-0791,2026-08-27,Retiro,50,2,1,8,False,reformado,1959,False,267000,-0.1604,infraprecio_inyectado
MD-0792,2026-03-27,Latina,80,3,2,1,True,reformado,1994,True,282000,0.0,mercado
MD-0793,2026-06-25,San Blas-Canillejas,80,2,2,0,False,buen estado,1980,True,250000,0.0,mercado
MD-0794,2026-07-16,Tetuan,129,4,2,0,True,reformado,1988,True,751000,0.0,mercado
MD-0795,2026-04-14,Puente de Vallecas,40,2,1,8,True,a reformar,2018,True,121000,0.0,mercado
MD-0796,2026-06-07,San Blas-Canillejas,92,3,2,8,False,buen estado,1962,False,267000,0.0,mercado
MD-0797,2026-01-04,Arganzuela,57,1,1,2,True,obra nueva,2023,True,484000,0.0,mercado
MD-0798,2026-03-18,Tetuan,39,2,1,7,False,buen estado,1966,True,148000,0.0,mercado
MD-0799,2026-05-27,Arganzuela,88,3,2,0,True,buen estado,2006,True,536000,0.0,mercado
MD-0800,2026-05-02,Vicalvaro,84,3,2,4,True,reformado,1967,True,340000,0.0,mercado
MD-0801,2026-01-27,Centro,41,1,1,7,True,buen estado,1988,False,313000,0.0,mercado
MD-0802,2026-08-20,Fuencarral-El Pardo,55,2,1,1,True,buen estado,2013,True,337000,0.0,mercado
MD-0803,2026-01-26,Puente de Vallecas,87,3,1,5,True,reformado,1986,False,310000,0.0,mercado
MD-0804,2025-12-17,Chamartin,94,3,1,3,False,reformado,1957,True,740000,0.1656,sobreprecio_inyectado
MD-0805,2026-01-11,Fuencarral-El Pardo,61,2,1,8,True,buen estado,2009,True,294000,0.0,mercado
MD-0806,2026-04-04,Hortaleza,77,4,1,5,True,obra nueva,2022,True,444000,0.0,mercado
MD-0807,2026-03-30,Chamberi,177,6,3,3,False,a reformar,1966,True,1157000,0.0,mercado
MD-0808,2026-03-08,Moratalaz,64,2,1,6,False,buen estado,1966,True,196000,0.0,mercado
MD-0809,2026-06-29,Arganzuela,89,3,2,0,True,buen estado,1943,True,633000,0.0,mercado
MD-0810,2026-05-01,Moratalaz,88,4,2,4,True,buen estado,1946,False,471000,0.2582,sobreprecio_inyectado
MD-0811,2026-03-28,Latina,40,2,1,2,True,a reformar,2005,True,104000,0.0,mercado
MD-0812,2026-06-17,Villa de Vallecas,89,4,2,8,True,reformado,1955,False,283000,0.0,mercado
MD-0813,2026-01-30,Villaverde,46,2,1,3,True,buen estado,1961,False,121000,0.0,mercado
MD-0814,2025-12-03,Arganzuela,63,2,1,8,True,reformado,1995,True,342000,-0.2243,infraprecio_inyectado
MD-0815,2026-06-12,Hortaleza,133,5,3,0,True,a reformar,1967,True,581000,0.0,mercado
MD-0816,2026-01-31,San Blas-Canillejas,91,3,2,6,True,reformado,1990,False,301000,0.0,mercado
MD-0817,2026-08-07,Vicalvaro,113,3,1,0,False,buen estado,1944,True,314000,0.0,mercado
MD-0818,2025-11-16,Fuencarral-El Pardo,138,4,2,3,True,a reformar,1965,True,548000,-0.1485,infraprecio_inyectado
MD-0819,2026-08-29,Salamanca,133,4,3,3,True,buen estado,2011,False,870000,0.0,mercado
MD-0820,2026-03-19,Moratalaz,63,2,1,3,True,reformado,1959,True,234000,0.0,mercado
MD-0821,2025-11-25,Ciudad Lineal,39,1,1,4,False,reformado,1947,True,171000,0.0,mercado
MD-0822,2026-04-21,Vicalvaro,131,5,3,0,False,buen estado,1928,False,443000,0.0,mercado
MD-0823,2026-04-04,Tetuan,38,2,1,0,True,a reformar,1973,True,149000,0.0,mercado
MD-0824,2025-11-02,Vicalvaro,183,6,3,7,True,a reformar,1977,True,577000,0.0,mercado
MD-0825,2026-06-07,Arganzuela,43,1,1,2,True,a reformar,1989,True,230000,0.0,mercado
MD-0826,2025-09-11,Vicalvaro,68,2,1,1,True,reformado,1984,True,301000,0.0,mercado
MD-0827,2025-09-26,Chamartin,42,1,1,2,True,buen estado,1984,False,338000,0.0,mercado
MD-0828,2026-06-19,Fuencarral-El Pardo,160,5,3,2,True,obra nueva,2026,False,983000,-0.1274,infraprecio_inyectado
MD-0829,2026-08-26,Puente de Vallecas,28,1,1,8,True,buen estado,1943,False,62000,0.0,mercado
MD-0830,2026-08-07,San Blas-Canillejas,65,2,1,2,False,a reformar,1938,True,172000,0.0,mercado
MD-0831,2026-06-30,Ciudad Lineal,43,1,1,3,True,reformado,1995,True,218000,0.0,mercado
MD-0832,2026-05-08,Hortaleza,167,6,3,1,True,obra nueva,2023,True,1134000,0.0,mercado
MD-0833,2025-10-06,Retiro,82,3,2,1,True,obra nueva,2025,True,713000,0.0,mercado
MD-0834,2026-06-16,Ciudad Lineal,96,3,2,0,True,reformado,1989,False,404000,-0.2575,infraprecio_inyectado
MD-0835,2025-11-03,Puente de Vallecas,60,2,1,3,True,buen estado,1971,True,170000,0.0,mercado
MD-0836,2026-01-01,Centro,40,2,1,7,True,obra nueva,2022,True,369000,-0.2055,infraprecio_inyectado
MD-0837,2025-10-11,Salamanca,177,6,3,3,False,buen estado,1966,False,1090000,0.0,mercado
MD-0838,2025-11-11,Usera,96,3,2,7,True,a reformar,1960,True,255000,0.0,mercado
MD-0839,2025-12-01,Salamanca,186,6,3,2,True,buen estado,2003,True,1753000,0.0,mercado
MD-0840,2025-10-26,Carabanchel,64,2,1,6,True,a reformar,1947,True,204000,0.1605,sobreprecio_inyectado
MD-0841,2026-05-22,Fuencarral-El Pardo,45,2,1,7,False,buen estado,1976,True,225000,0.0,mercado
MD-0842,2026-03-28,Salamanca,63,2,1,4,True,obra nueva,2024,True,736000,0.0,mercado
MD-0843,2025-12-13,Salamanca,94,4,2,6,True,reformado,1936,False,877000,0.1604,sobreprecio_inyectado
MD-0844,2025-11-24,Vicalvaro,60,2,1,1,True,buen estado,1945,False,235000,0.0,mercado
MD-0845,2026-01-21,Vicalvaro,171,6,3,1,True,buen estado,1945,True,536000,0.0,mercado
MD-0846,2026-06-28,Puente de Vallecas,44,2,1,5,True,reformado,1972,True,148000,0.0,mercado
MD-0847,2026-02-22,Latina,53,2,1,7,True,a reformar,2009,False,120000,0.0,mercado
MD-0848,2026-01-27,Latina,74,2,1,4,False,a reformar,1944,True,155000,0.0,mercado
MD-0849,2026-07-25,Tetuan,78,2,2,3,True,reformado,1971,False,467000,0.0,mercado
MD-0850,2025-10-14,Usera,80,3,2,6,True,a reformar,2025,True,164000,0.0,mercado
MD-0851,2026-03-23,Centro,99,4,2,4,True,reformado,1990,True,793000,0.0,mercado
MD-0852,2025-12-03,Moncloa-Aravaca,158,5,3,3,False,a reformar,2007,True,690000,0.0,mercado
MD-0853,2026-01-01,Hortaleza,135,4,2,6,True,reformado,1974,True,702000,0.0,mercado
MD-0854,2026-03-12,Fuencarral-El Pardo,115,4,2,5,True,a reformar,1958,True,385000,-0.2797,infraprecio_inyectado
MD-0855,2026-04-19,Carabanchel,66,2,1,6,True,reformado,1992,True,193000,0.0,mercado
MD-0856,2026-08-14,Villa de Vallecas,100,3,2,8,True,buen estado,1967,False,396000,0.0,mercado
MD-0857,2026-05-31,Latina,71,1,1,3,True,buen estado,2002,True,170000,0.0,mercado
MD-0858,2026-05-04,Centro,119,4,2,8,True,obra nueva,2025,False,978000,0.0,mercado
MD-0859,2026-08-27,Retiro,83,3,2,5,True,buen estado,1951,True,589000,0.0,mercado
MD-0860,2026-01-12,Hortaleza,74,2,1,3,True,buen estado,1971,True,462000,0.0,mercado
MD-0861,2026-04-15,Latina,51,1,1,8,False,reformado,1915,True,160000,0.0,mercado
MD-0862,2026-08-21,Fuencarral-El Pardo,139,6,3,8,True,buen estado,2003,False,843000,0.0,mercado
MD-0863,2025-12-05,Carabanchel,122,4,1,4,True,obra nueva,2022,True,567000,0.0,mercado
MD-0864,2026-08-11,Ciudad Lineal,66,2,1,5,False,buen estado,1968,False,278000,0.0,mercado
MD-0865,2025-12-11,Ciudad Lineal,46,2,1,2,True,reformado,1995,True,208000,0.0,mercado
MD-0866,2026-06-11,Salamanca,127,4,2,7,True,reformado,2002,True,842000,-0.2311,infraprecio_inyectado
MD-0867,2026-01-15,Moratalaz,82,3,2,3,True,reformado,1978,True,323000,0.0,mercado
MD-0868,2026-05-30,Centro,118,4,1,4,True,buen estado,1984,False,711000,0.0,mercado
MD-0869,2026-03-03,Vicalvaro,114,3,2,7,False,buen estado,1940,False,370000,0.1648,sobreprecio_inyectado
MD-0870,2026-04-29,Vicalvaro,98,3,2,3,True,obra nueva,2022,True,358000,0.0,mercado
MD-0871,2026-05-21,Latina,48,2,1,5,True,buen estado,1950,True,194000,0.2728,sobreprecio_inyectado
MD-0872,2026-06-09,San Blas-Canillejas,129,5,2,8,True,a reformar,1980,True,401000,0.0,mercado
MD-0873,2026-07-05,Chamartin,87,3,2,3,False,reformado,1942,False,644000,0.0,mercado
MD-0874,2026-05-28,Retiro,114,4,2,1,False,a reformar,1933,True,800000,0.0,mercado
MD-0875,2026-05-28,Moncloa-Aravaca,68,2,1,4,True,a reformar,1971,True,344000,0.0,mercado
MD-0876,2025-10-27,Moratalaz,91,3,2,3,True,reformado,1969,False,326000,0.0,mercado
MD-0877,2026-02-05,Chamartin,105,3,2,6,True,buen estado,1972,True,902000,0.0,mercado
MD-0878,2026-04-30,San Blas-Canillejas,68,2,1,5,True,reformado,1978,True,275000,0.0,mercado
MD-0879,2026-02-25,Tetuan,65,2,1,3,True,buen estado,1956,True,365000,0.0,mercado
MD-0880,2026-07-10,Puente de Vallecas,69,3,1,7,True,a reformar,1971,False,203000,0.1725,sobreprecio_inyectado
MD-0881,2026-05-17,Latina,47,2,1,8,True,buen estado,1966,False,148000,0.0,mercado
MD-0882,2025-10-31,Chamberi,80,3,2,2,True,reformado,1969,True,751000,0.0,mercado
MD-0883,2026-04-30,San Blas-Canillejas,100,4,2,4,True,buen estado,1952,True,322000,0.0,mercado
MD-0884,2025-12-30,Moratalaz,53,2,1,2,True,buen estado,1950,False,202000,0.0,mercado
MD-0885,2025-10-08,Hortaleza,111,4,2,6,True,buen estado,1973,False,430000,0.0,mercado
MD-0886,2025-12-26,Salamanca,72,2,1,6,True,a reformar,1990,True,647000,0.0,mercado
MD-0887,2025-12-22,Retiro,47,2,1,7,True,obra nueva,2026,False,329000,0.0,mercado
MD-0888,2025-12-03,San Blas-Canillejas,96,3,2,7,True,reformado,1937,True,366000,0.0,mercado
MD-0889,2026-02-23,Chamartin,80,3,2,0,True,buen estado,1979,False,615000,0.0,mercado
MD-0890,2026-06-21,Retiro,84,3,1,3,True,reformado,1953,True,665000,0.0,mercado
MD-0891,2026-05-07,Hortaleza,77,3,2,1,True,a reformar,1968,True,330000,0.0,mercado
MD-0892,2026-01-15,Fuencarral-El Pardo,188,6,3,1,True,buen estado,1925,True,1079000,0.0,mercado
MD-0893,2025-09-10,San Blas-Canillejas,48,2,1,2,False,buen estado,1948,True,150000,-0.2006,infraprecio_inyectado
MD-0894,2026-07-14,Puente de Vallecas,80,4,1,7,True,buen estado,1939,True,270000,0.0,mercado
MD-0895,2026-04-02,Tetuan,72,3,1,2,True,buen estado,1957,True,349000,0.0,mercado
MD-0896,2026-08-14,Centro,69,3,1,6,True,buen estado,1980,False,347000,0.0,mercado
MD-0897,2026-01-11,Villa de Vallecas,83,4,2,2,True,buen estado,2009,False,236000,0.0,mercado
MD-0898,2026-02-10,Latina,75,2,1,5,True,a reformar,1946,False,172000,0.0,mercado
MD-0899,2026-02-05,Puente de Vallecas,78,2,2,4,False,a reformar,1946,True,195000,0.0,mercado
MD-0900,2025-12-04,Carabanchel,71,4,1,8,True,buen estado,1932,True,279000,0.0,mercado
MD-0901,2025-10-23,Arganzuela,159,5,3,1,True,reformado,1970,True,1288000,0.0,mercado
MD-0902,2025-12-17,San Blas-Canillejas,59,1,1,4,True,reformado,1974,True,276000,0.0,mercado
MD-0903,2025-09-12,Puente de Vallecas,81,3,2,3,False,buen estado,1968,True,171000,0.0,mercado
MD-0904,2026-07-09,Ciudad Lineal,60,1,1,5,True,reformado,1989,True,321000,0.0,mercado
MD-0905,2026-05-08,Centro,63,3,1,3,True,buen estado,1992,False,460000,0.0,mercado
MD-0906,2025-12-12,Salamanca,55,2,1,4,True,buen estado,1989,True,495000,-0.2321,infraprecio_inyectado
MD-0907,2025-10-22,Chamberi,91,3,2,1,True,buen estado,1997,False,678000,0.0,mercado
MD-0908,2026-04-20,Tetuan,67,2,1,1,True,reformado,2025,True,459000,0.0,mercado
MD-0909,2025-11-20,Latina,56,1,1,0,True,obra nueva,2023,True,268000,0.19,sobreprecio_inyectado
MD-0910,2026-01-24,Latina,45,1,1,7,True,buen estado,1990,True,141000,0.0,mercado
MD-0911,2026-04-19,Vicalvaro,174,5,3,1,False,buen estado,1957,True,702000,0.0,mercado
MD-0912,2026-01-22,Hortaleza,96,3,2,2,True,a reformar,1952,True,423000,0.0,mercado
MD-0913,2026-03-25,Chamberi,164,6,3,5,True,reformado,1963,False,1421000,0.0,mercado
MD-0914,2026-05-25,Arganzuela,80,3,2,5,True,reformado,1962,True,414000,0.0,mercado
MD-0915,2026-08-26,Retiro,71,2,1,7,True,reformado,2011,False,663000,0.269,sobreprecio_inyectado
MD-0916,2026-07-13,Fuencarral-El Pardo,58,2,1,7,True,a reformar,1989,True,296000,0.0,mercado
MD-0917,2026-03-25,Hortaleza,84,2,1,5,True,buen estado,2014,True,548000,0.0,mercado
MD-0918,2026-08-02,Tetuan,98,4,2,5,True,buen estado,2004,True,479000,0.0,mercado
MD-0919,2026-05-25,Moncloa-Aravaca,115,4,2,2,True,obra nueva,2022,True,796000,0.0,mercado
MD-0920,2025-09-03,Hortaleza,167,5,3,4,True,buen estado,1984,True,975000,0.0,mercado
MD-0921,2026-04-27,Chamberi,48,1,1,5,True,buen estado,1986,False,296000,0.0,mercado
MD-0922,2026-07-23,Hortaleza,145,5,3,7,True,buen estado,2009,True,822000,0.0,mercado
MD-0923,2025-09-19,Puente de Vallecas,116,4,2,6,True,reformado,1960,True,442000,0.0,mercado
MD-0924,2026-04-16,Barajas,64,2,1,0,True,buen estado,1997,True,299000,0.0,mercado
MD-0925,2025-12-18,Centro,97,4,2,4,True,buen estado,1963,True,655000,0.0,mercado
MD-0926,2025-12-04,Puente de Vallecas,32,1,1,0,False,buen estado,1966,False,88000,0.1769,sobreprecio_inyectado
MD-0927,2026-01-01,Moncloa-Aravaca,99,3,1,5,False,buen estado,1969,True,580000,0.0,mercado
MD-0928,2025-12-11,Fuencarral-El Pardo,35,2,1,4,True,reformado,1965,True,227000,0.0,mercado
MD-0929,2026-08-06,Tetuan,78,2,2,1,True,a reformar,1956,True,289000,0.0,mercado
MD-0930,2026-01-16,Latina,97,4,2,7,False,buen estado,1946,True,284000,0.0,mercado
MD-0931,2026-06-25,Tetuan,94,4,2,3,False,buen estado,1932,True,439000,0.0,mercado
MD-0932,2025-10-23,Fuencarral-El Pardo,144,5,3,2,True,buen estado,1958,True,959000,0.0,mercado
MD-0933,2025-12-24,Carabanchel,74,3,1,6,True,obra nueva,2022,True,315000,0.0,mercado
MD-0934,2026-07-26,Puente de Vallecas,123,4,1,5,True,buen estado,1989,True,292000,0.0,mercado
MD-0935,2025-12-23,Carabanchel,78,2,2,8,True,a reformar,1982,True,239000,0.0,mercado
MD-0936,2026-08-28,Chamberi,186,6,3,2,True,buen estado,1957,True,1515000,0.0,mercado
MD-0937,2026-01-06,Chamartin,63,2,1,7,True,reformado,1994,True,609000,0.0,mercado
MD-0938,2026-03-23,Salamanca,101,4,2,2,False,buen estado,1938,True,1165000,0.0,mercado
MD-0939,2026-08-17,Carabanchel,47,2,1,1,False,a reformar,1963,True,154000,0.0,mercado
MD-0940,2025-11-04,Retiro,58,2,1,2,False,buen estado,1973,False,347000,0.0,mercado
MD-0941,2026-03-04,Carabanchel,46,2,1,0,True,a reformar,1976,True,124000,0.0,mercado
MD-0942,2026-08-11,Tetuan,72,2,1,2,True,reformado,1945,True,561000,0.2487,sobreprecio_inyectado
MD-0943,2026-05-05,Puente de Vallecas,93,3,2,5,False,buen estado,1969,True,209000,0.0,mercado
MD-0944,2026-01-26,Villa de Vallecas,61,1,1,7,True,obra nueva,2024,True,310000,0.0,mercado
MD-0945,2026-05-12,Ciudad Lineal,94,3,2,3,False,buen estado,1950,True,454000,0.0,mercado
MD-0946,2026-08-04,Ciudad Lineal,51,1,1,8,True,a reformar,2007,False,189000,0.0,mercado
MD-0947,2026-02-01,Moratalaz,47,2,1,8,True,a reformar,1919,True,135000,0.0,mercado
MD-0948,2026-04-19,Ciudad Lineal,94,3,2,8,True,buen estado,1922,False,418000,0.0,mercado
MD-0949,2026-05-20,Centro,140,5,3,4,False,reformado,1949,True,1054000,0.0,mercado
MD-0950,2025-10-21,Arganzuela,49,1,1,4,False,a reformar,1938,False,197000,0.0,mercado
MD-0951,2026-01-10,Arganzuela,46,2,1,3,False,buen estado,1984,False,240000,0.0,mercado
MD-0952,2025-10-13,Moncloa-Aravaca,130,5,3,3,False,buen estado,1993,False,616000,0.0,mercado
MD-0953,2026-06-15,Villa de Vallecas,64,2,1,0,True,buen estado,1982,True,209000,0.0,mercado
MD-0954,2025-12-17,Arganzuela,173,6,3,8,False,buen estado,1953,True,948000,0.0,mercado
MD-0955,2026-08-02,Vicalvaro,188,6,3,8,True,obra nueva,2023,False,667000,0.0,mercado
MD-0956,2026-05-18,Puente de Vallecas,76,2,2,0,True,a reformar,1988,False,156000,0.0,mercado
MD-0957,2026-08-15,Latina,46,2,1,1,True,buen estado,1956,True,169000,0.0,mercado
MD-0958,2026-02-13,Villa de Vallecas,95,4,1,3,False,reformado,1929,False,332000,0.0,mercado
MD-0959,2026-07-30,Chamartin,146,5,3,5,False,buen estado,1951,True,1022000,-0.2058,infraprecio_inyectado
MD-0960,2026-05-31,Puente de Vallecas,33,1,1,0,True,reformado,1992,True,107000,0.0,mercado
MD-0961,2025-12-07,Fuencarral-El Pardo,48,3,1,2,True,reformado,2002,False,291000,0.0,mercado
MD-0962,2026-05-14,Chamberi,56,1,1,7,True,buen estado,1952,False,451000,0.0,mercado
MD-0963,2026-08-13,Fuencarral-El Pardo,80,2,2,8,True,a reformar,1963,True,428000,0.0,mercado
MD-0964,2026-03-27,Retiro,103,4,2,2,True,reformado,2024,True,802000,0.0,mercado
MD-0965,2026-03-12,Fuencarral-El Pardo,125,5,2,4,True,a reformar,1990,False,595000,0.0,mercado
MD-0966,2026-05-14,Moratalaz,96,3,2,3,True,reformado,1956,True,432000,0.0,mercado
MD-0967,2025-10-30,Tetuan,39,1,1,1,True,buen estado,1973,True,181000,0.2119,sobreprecio_inyectado
MD-0968,2025-10-04,Chamartin,174,6,3,0,True,a reformar,1979,False,1137000,0.2025,sobreprecio_inyectado
MD-0969,2026-03-01,Chamartin,73,3,1,1,True,buen estado,1971,True,531000,0.0,mercado
MD-0970,2026-06-22,Carabanchel,77,2,2,2,True,a reformar,1985,True,216000,0.0,mercado
MD-0971,2025-11-26,San Blas-Canillejas,60,2,1,8,True,a reformar,1998,True,167000,0.0,mercado
MD-0972,2025-11-04,San Blas-Canillejas,139,6,3,6,True,a reformar,1957,True,390000,0.0,mercado
MD-0973,2026-02-12,Vicalvaro,87,3,2,2,True,buen estado,1972,False,271000,0.2509,sobreprecio_inyectado
MD-0974,2025-10-18,Carabanchel,57,1,1,8,False,buen estado,1943,True,175000,0.0,mercado
MD-0975,2026-02-14,Carabanchel,46,2,1,3,True,a reformar,2002,True,145000,0.0,mercado
MD-0976,2025-10-14,Chamberi,39,2,1,7,True,buen estado,1963,True,259000,-0.2299,infraprecio_inyectado
MD-0977,2026-05-06,Tetuan,156,4,3,1,True,buen estado,1973,True,992000,0.2692,sobreprecio_inyectado
MD-0978,2026-08-30,Centro,79,3,2,5,False,buen estado,1990,True,785000,0.1894,sobreprecio_inyectado
MD-0979,2026-05-05,Carabanchel,77,2,2,2,True,reformado,1984,False,245000,0.0,mercado
MD-0980,2025-11-26,Fuencarral-El Pardo,56,2,1,6,True,reformado,1964,False,295000,0.0,mercado
MD-0981,2026-03-18,Tetuan,41,1,1,4,True,buen estado,1981,True,189000,0.0,mercado
MD-0982,2026-05-26,Ciudad Lineal,126,4,2,3,True,a reformar,2004,True,623000,0.0,mercado
MD-0983,2025-10-26,Latina,79,2,2,4,True,reformado,1942,True,355000,0.1688,sobreprecio_inyectado
MD-0984,2026-05-21,Fuencarral-El Pardo,66,2,1,6,True,obra nueva,2025,True,364000,0.0,mercado
MD-0985,2026-08-12,Moratalaz,167,6,2,1,True,buen estado,1992,True,615000,0.0,mercado
MD-0986,2026-04-03,Centro,40,1,1,1,True,buen estado,1979,False,274000,0.0,mercado
MD-0987,2026-03-26,Barajas,60,2,1,1,True,buen estado,1999,True,225000,-0.2489,infraprecio_inyectado
MD-0988,2025-09-28,Chamberi,55,2,1,0,True,a reformar,1948,True,419000,0.0,mercado
MD-0989,2025-11-11,Tetuan,92,3,2,2,True,obra nueva,2023,False,573000,0.0,mercado
MD-0990,2026-05-20,Carabanchel,54,3,1,4,True,buen estado,2003,True,159000,0.0,mercado
MD-0991,2026-07-18,Salamanca,74,2,1,7,True,a reformar,1970,False,449000,-0.196,infraprecio_inyectado
MD-0992,2026-06-08,Latina,60,3,1,6,True,buen estado,1977,True,238000,0.0,mercado
MD-0993,2026-03-28,Moratalaz,93,4,2,6,False,reformado,1962,False,343000,0.0,mercado
MD-0994,2026-08-09,Retiro,93,3,2,5,True,obra nueva,2022,True,976000,0.1756,sobreprecio_inyectado
MD-0995,2026-05-11,Latina,73,2,1,3,True,buen estado,1994,False,230000,0.0,mercado
MD-0996,2026-04-09,San Blas-Canillejas,150,6,2,5,True,a reformar,1996,True,409000,0.0,mercado
MD-0997,2026-08-26,Arganzuela,77,3,1,3,True,buen estado,2025,True,381000,0.0,mercado
MD-0998,2026-02-26,Ciudad Lineal,37,1,1,3,True,buen estado,2024,True,209000,0.0,mercado
MD-0999,2025-12-09,Retiro,145,6,3,2,True,reformado,1982,True,946000,-0.1362,infraprecio_inyectado
MD-1000,2025-11-28,Latina,74,3,1,2,True,reformado,1963,True,213000,0.0,mercado
MD-1001,2026-05-02,Villa de Vallecas,171,6,2,1,True,buen estado,1961,True,676000,0.0,mercado
MD-1002,2025-10-03,Retiro,54,1,1,7,True,reformado,1946,False,416000,0.0,mercado
MD-1003,2026-03-01,Centro,69,2,1,1,True,a reformar,1986,True,531000,0.0,mercado
MD-1004,2025-11-18,San Blas-Canillejas,76,4,1,7,True,reformado,2011,False,283000,0.0,mercado
MD-1005,2026-05-18,Fuencarral-El Pardo,98,3,2,0,True,buen estado,1978,True,503000,0.0,mercado
MD-1006,2026-06-12,Tetuan,69,3,1,8,True,buen estado,1971,True,434000,0.0,mercado
MD-1007,2026-04-10,Centro,32,1,1,5,True,reformado,1974,True,245000,0.0,mercado
MD-1008,2025-12-26,Hortaleza,154,6,3,1,False,reformado,1932,True,1038000,0.0,mercado
MD-1009,2026-06-05,Chamberi,101,3,2,2,True,buen estado,1984,True,761000,0.0,mercado
MD-1010,2025-11-04,Arganzuela,129,5,2,3,True,buen estado,1978,True,668000,0.0,mercado
MD-1011,2026-07-02,Hortaleza,95,3,2,2,True,reformado,1973,False,407000,0.0,mercado
MD-1012,2026-03-11,Carabanchel,68,3,1,8,True,buen estado,1962,True,189000,0.0,mercado
MD-1013,2026-07-06,Vicalvaro,177,6,2,5,True,buen estado,1974,True,633000,0.0,mercado
MD-1014,2025-09-15,Chamberi,63,2,1,4,True,buen estado,1977,True,530000,0.0,mercado
MD-1015,2025-09-21,Salamanca,63,2,1,0,False,reformado,1961,True,541000,0.0,mercado
MD-1016,2026-08-16,Tetuan,138,5,3,1,False,buen estado,1951,False,622000,0.0,mercado
MD-1017,2025-11-01,Puente de Vallecas,44,1,1,2,True,buen estado,1963,True,123000,0.0,mercado
MD-1018,2026-03-25,Arganzuela,74,2,1,0,True,buen estado,1980,False,489000,0.0,mercado
MD-1019,2025-12-11,Centro,33,1,1,1,True,reformado,1944,True,306000,0.0,mercado
MD-1020,2026-06-18,Arganzuela,111,4,1,2,True,buen estado,1971,True,746000,0.0,mercado
MD-1021,2025-12-12,Tetuan,58,2,1,7,True,obra nueva,2025,True,311000,0.0,mercado
MD-1022,2025-10-05,Chamberi,180,6,3,4,True,a reformar,1982,True,1494000,0.2208,sobreprecio_inyectado
MD-1023,2026-07-28,Usera,65,2,1,6,True,buen estado,1990,False,188000,0.0,mercado
MD-1024,2026-07-20,Chamartin,53,1,1,1,True,buen estado,1955,True,341000,-0.2507,infraprecio_inyectado
MD-1025,2026-07-03,Hortaleza,122,3,2,2,True,buen estado,1943,True,763000,0.0,mercado
MD-1026,2026-03-29,Chamartin,37,2,1,2,True,buen estado,2008,True,314000,0.0,mercado
MD-1027,2026-06-08,Centro,32,2,1,5,True,buen estado,1958,True,228000,0.0,mercado
MD-1028,2026-03-08,Fuencarral-El Pardo,169,6,3,5,True,reformado,1990,False,1079000,0.0,mercado
MD-1029,2026-08-09,Puente de Vallecas,43,2,1,3,False,reformado,1947,True,115000,0.0,mercado
MD-1030,2025-09-01,Puente de Vallecas,62,1,1,7,True,reformado,1956,True,208000,0.0,mercado
MD-1031,2025-12-23,Hortaleza,118,4,2,7,False,a reformar,1967,True,450000,0.0,mercado
MD-1032,2026-04-25,Villa de Vallecas,59,3,1,6,True,buen estado,2010,True,153000,-0.2628,infraprecio_inyectado
MD-1033,2026-03-12,Villa de Vallecas,93,2,1,0,True,buen estado,1979,True,310000,0.0,mercado
MD-1034,2026-06-24,Chamberi,36,2,1,5,True,reformado,1989,False,247000,-0.1688,infraprecio_inyectado
MD-1035,2026-03-21,Tetuan,34,1,1,5,False,buen estado,1948,True,170000,0.0,mercado
MD-1036,2026-08-29,Carabanchel,39,1,1,2,True,obra nueva,2023,True,157000,0.0,mercado
MD-1037,2026-07-17,Centro,36,1,1,3,True,buen estado,1975,True,248000,0.0,mercado
MD-1038,2025-11-30,Tetuan,84,3,2,6,True,obra nueva,2025,False,503000,0.0,mercado
MD-1039,2026-03-26,Vicalvaro,136,5,3,3,True,buen estado,1991,True,462000,0.0,mercado
MD-1040,2026-01-18,Villa de Vallecas,76,3,2,0,True,a reformar,2003,True,192000,0.0,mercado
MD-1041,2026-03-15,Fuencarral-El Pardo,190,6,3,6,True,buen estado,1976,True,725000,-0.2038,infraprecio_inyectado
MD-1042,2026-01-22,Ciudad Lineal,89,3,2,6,True,a reformar,1972,True,372000,0.2334,sobreprecio_inyectado
MD-1043,2025-09-21,Chamberi,171,6,3,0,True,reformado,1957,True,1189000,-0.2547,infraprecio_inyectado
MD-1044,2025-11-23,Chamartin,72,3,1,4,True,a reformar,1988,True,631000,0.2079,sobreprecio_inyectado
MD-1045,2025-11-04,Puente de Vallecas,106,3,2,7,True,buen estado,1971,False,247000,0.0,mercado
MD-1046,2026-02-27,Arganzuela,69,2,1,2,True,buen estado,1976,True,379000,-0.1433,infraprecio_inyectado
MD-1047,2026-03-27,Puente de Vallecas,81,3,1,4,True,buen estado,1996,True,255000,0.0,mercado
MD-1048,2025-12-14,Arganzuela,77,2,2,2,True,a reformar,1971,True,295000,-0.1858,infraprecio_inyectado
MD-1049,2025-09-25,Salamanca,49,2,1,5,True,reformado,1972,True,435000,0.0,mercado
MD-1050,2026-05-13,Latina,35,2,1,3,True,buen estado,2003,True,137000,0.0,mercado
